"CVE_ID","Vulnerability_Summary","Vulnerability_Published_Date","Vulnerability_Published_Time","Vulnerability_Last_Modified_Date","Vulnerability_Last_Modified_Time","CVSS_Score","CVSS_Severity","CVSS_Access_Vector","CVSS_Access_Complexity","CVSS_Authentication","CVSS_Confidentiality_Impact","CVSS_Integrity_Impact","CVSS_Availability_Impact","CVSS_Generated_On_Date","CVSS_Generated_On_Time","CWE_ID_1","CWE_ID_1_Description","CWE_ID_2","CWE_ID_2_Description"
"CVE-2017-0011","Microsoft Edge allows remote attackers to obtain sensitive information via a crafted web site, aka ""Microsoft Edge Information Disclosure Vulnerability."" This vulnerability is different from those described in CVE-2017-0009, CVE-2017-0017, CVE-2017-0065, and CVE-2017-0068.",2017-03-16,"21:59:00",2017-07-11,"21:29:03","4.3","MEDIUM","NETWORK","MEDIUM","NONE","PARTIAL","NONE","NONE",2017-03-17,"14:26:30","CWE-200","Information Leak / Disclosure",NA,NA
"CVE-2017-0012","Microsoft Internet Explorer 11 and Microsoft Edge allow remote attackers to spoof web content via a crafted web site, aka ""Microsoft Browser Spoofing Vulnerability."" This vulnerability is different from those described in CVE-2017-0033 and CVE-2017-0069.",2017-03-16,"21:59:00",2017-07-11,"21:29:04","4.3","MEDIUM","NETWORK","MEDIUM","NONE","NONE","PARTIAL","NONE",2017-03-17,"12:07:06","CWE-20","Input Validation",NA,NA
"CVE-2017-0014","The Windows Graphics Component in Microsoft Office 2010 SP2; Windows Server 2008 R2 SP1; Windows 7 SP1; Windows 8.1; Windows Server 2012 Gold and R2; Windows RT 8.1; Windows 10 Gold, 1511, and 1607; and Windows Server 2016 allows remote attackers to execute arbitrary code via a crafted web site, aka ""Windows Graphics Component Remote Code Execution Vulnerability."" This vulnerability is different from that described in CVE-2017-0108.",2017-03-16,"21:59:00",2017-07-11,"21:29:04","7.6","HIGH","NETWORK","HIGH","NONE","COMPLETE","COMPLETE","COMPLETE",2017-03-21,"16:19:46","CWE-284","Improper Access Control",NA,NA
"CVE-2017-0015","A remote code execution vulnerability exists in the way affected Microsoft scripting engines render when handling objects in memory in Microsoft browsers. These vulnerabilities could corrupt memory in such a way that an attacker could execute arbitrary code in the context of the current user. An attacker who successfully exploited the vulnerability could gain the same user rights as the current user. If the current user is logged on with administrative user rights, an attacker who successfully exploited the vulnerability could take control of an affected system. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights. This vulnerability is different from those described in CVE-2017-0010, CVE-2017-0032, CVE-2017-0035, CVE-2017-0067, CVE-2017-0070, CVE-2017-0071, CVE-2017-0094, CVE-2017-0131, CVE-2017-0132, CVE-2017-0133, CVE-2017-0134, CVE-2017-0136, CVE-2017-0137, CVE-2017-0138, CVE-2017-0141, CVE-2017-0150, and CVE-2017-0151.",2017-03-16,"21:59:00",2017-07-11,"21:29:04","7.6","HIGH","NETWORK","HIGH","NONE","COMPLETE","COMPLETE","COMPLETE",2017-03-17,"14:37:03","CWE-119","Buffer Errors",NA,NA
"CVE-2017-0016","Microsoft Windows 10 Gold, 1511, and 1607; Windows 8.1; Windows RT 8.1; Windows Server 2012 R2, and Windows Server 2016 do not properly handle certain requests in SMBv2 and SMBv3 packets, which allows remote attackers to execute arbitrary code via a crafted SMBv2 or SMBv3 packet to the Server service, aka ""SMBv2/SMBv3 Null Dereference Denial of Service Vulnerability.""",2017-03-16,"21:59:00",2017-07-24,"21:29:04","7.1","HIGH","NETWORK","MEDIUM","NONE","NONE","NONE","COMPLETE",2017-03-21,"16:47:25","CWE-476","NULL Pointer Dereference",NA,NA
"CVE-2017-0017","The RegEx class in the XSS filter in Microsoft Edge allows remote attackers to conduct cross-site scripting (XSS) attacks and obtain sensitive information via unspecified vectors, aka ""Microsoft Edge Information Disclosure Vulnerability."" This vulnerability is different from those described in CVE-2017-0009, CVE-2017-0011, CVE-2017-0065, and CVE-2017-0068.",2017-03-16,"21:59:00",2017-07-11,"21:29:04","4.3","MEDIUM","NETWORK","MEDIUM","NONE","NONE","PARTIAL","NONE",2017-03-17,"14:18:07","CWE-79","Cross-Site Scripting (XSS)",NA,NA
"CVE-2017-0018","Microsoft Internet Explorer 10 and 11 allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability."" This vulnerability is different from those described in CVE-2017-0037 and CVE-2017-0149.",2017-03-16,"21:59:00",2017-07-11,"21:29:04","7.6","HIGH","NETWORK","HIGH","NONE","COMPLETE","COMPLETE","COMPLETE",2017-03-17,"13:04:21","CWE-119","Buffer Errors",NA,NA
"CVE-2017-0019","Microsoft Word 2016 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted document, aka ""Microsoft Office Memory Corruption Vulnerability."" This vulnerability is different from those described in CVE-2017-0006, CVE-2017-0020, CVE-2017-0030, CVE-2017-0031, CVE-2017-0052, and CVE-2017-0053.",2017-03-16,"21:59:00",2017-07-11,"21:29:04","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2017-03-17,"14:55:29","CWE-119","Buffer Errors",NA,NA
"CVE-2017-0020","Microsoft Excel 2016, Excel 2010 SP2, Excel 2013 RT SP1, and Office Web Apps Server 2013 SP1 allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted document, aka ""Microsoft Office Memory Corruption Vulnerability."" This vulnerability is different from those described in CVE-2017-0006, CVE-2017-0019, CVE-2017-0030, CVE-2017-0031, CVE-2017-0052, and CVE-2017-0053.",2017-03-16,"21:59:00",2017-07-11,"21:29:04","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2017-03-21,"18:42:38","CWE-119","Buffer Errors",NA,NA
"CVE-2017-0021","Hyper-V in Microsoft Windows 10 1607 and Windows Server 2016 does not properly validate vSMB packet data, which allows attackers to execute arbitrary code on a target OS, aka ""Hyper-V System Data Structure Vulnerability."" This vulnerability is different from that described in CVE-2017-0095.",2017-03-16,"21:59:00",2017-07-17,"09:18:08","7.7","HIGH","ADJACENT_NETWORK","LOW","SINGLE_INSTANCE","COMPLETE","COMPLETE","COMPLETE",2017-03-21,"11:14:49","CWE-284","Improper Access Control",NA,NA
"CVE-2017-0022","Microsoft XML Core Services (MSXML) in Windows 10 Gold, 1511, and 1607; Windows 7 SP1; Windows 8.1; Windows RT 8.1; Windows Server 2008 SP2 and R2 SP1; Windows Server 2012 Gold and R2; Windows Server 2016; and Windows Vista SP2 improperly handles objects in memory, allowing attackers to test for files on disk via a crafted web site, aka ""Microsoft XML Information Disclosure Vulnerability.""",2017-03-16,"21:59:00",2017-07-11,"21:29:04","4.3","MEDIUM","NETWORK","MEDIUM","NONE","PARTIAL","NONE","NONE",2017-03-21,"13:27:40","CWE-200","Information Leak / Disclosure",NA,NA
"CVE-2017-0023","The PDF library in Microsoft Edge; Windows 8.1; Windows Server 2012 and R2; Windows RT 8.1; and Windows 10, 1511, and 1607 allows remote attackers to execute arbitrary code via a crafted PDF file, aka ""Microsoft PDF Remote Code Execution Vulnerability.""",2017-03-16,"21:59:00",2017-07-17,"09:18:08","7.6","HIGH","NETWORK","HIGH","NONE","COMPLETE","COMPLETE","COMPLETE",2017-03-17,"11:37:13","CWE-119","Buffer Errors",NA,NA
"CVE-2017-0024","The kernel-mode drivers in Microsoft Windows 10 1607 and Windows Server 2016 allow local users to gain privileges via a crafted application, aka ""Win32k Elevation of Privilege Vulnerability."" This vulnerability is different from those described in CVE-2017-0026, CVE-2017-0056, CVE-2017-0078, CVE-2017-0079, CVE-2017-0080, CVE-2017-0081, and CVE-2017-0082.",2017-03-16,"21:59:00",2017-07-11,"21:29:04","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2017-03-20,"19:28:19","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2017-0025","The kernel-mode drivers in Microsoft Windows Vista; Windows Server 2008 SP2 and R2 SP1; Windows 7 SP1; Windows 8.1; Windows Server 2012 Gold and R2; Windows RT 8.1; Windows 10 Gold, 1511, and 1607; and Windows Server 2016 allow local users to gain privileges via a crafted application, aka ""Win32k Elevation of Privilege Vulnerability."" This vulnerability is different from those described in CVE-2017-0001, CVE-2017-0005, and CVE-2017-0047.",2017-03-16,"21:59:00",2017-07-11,"21:29:04","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2017-03-21,"15:23:45","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2017-0026","The kernel-mode drivers in Microsoft Windows 10 Gold, 1511, and 1607 and Windows Server 2016 allow local users to gain privileges via a crafted application, aka ""Win32k Elevation of Privilege Vulnerability."" This vulnerability is different from those described in CVE-2017-0024, CVE-2017-0056, CVE-2017-0078, CVE-2017-0079, CVE-2017-0080, CVE-2017-0081, and CVE-2017-0082.",2017-03-16,"21:59:00",2017-07-11,"21:29:04","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2017-03-20,"19:24:10","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2017-0027","Microsoft Excel 2007 SP3, Excel 2010 SP2, Excel 2013 RT SP1, Excel 2016, Office Compatibility Pack SP3, and Excel Services on SharePoint Server 2013 SP1 allow remote attackers to obtain sensitive information from process memory via a crafted Office document, aka ""Microsoft Office Information Disclosure Vulnerability.""",2017-03-16,"21:59:00",2017-07-11,"21:29:04","2.6","LOW","NETWORK","HIGH","NONE","PARTIAL","NONE","NONE",2017-03-21,"18:01:49","CWE-200","Information Leak / Disclosure",NA,NA
"CVE-2017-0028","A remote code execution vulnerability exists when Microsoft scripting engine improperly accesses objects in memory. The vulnerability could corrupt memory in a way that enables an attacker to execute arbitrary code in the context of the current user. An attacker who successfully exploited the vulnerability could gain the same user rights as the current user, aka ""Scripting Engine Memory Corruption Vulnerability.""",2017-07-17,"09:18:08",2017-07-17,"09:18:08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CVE-2017-0029","Microsoft Office 2010 SP2, Word 2010 SP2, Word 2013 RT SP1, and Word 2016 allow remote attackers to cause a denial of service (application hang) via a crafted Office document, aka ""Microsoft Office Denial of Service Vulnerability.""",2017-03-16,"21:59:00",2017-07-11,"21:29:04","4.3","MEDIUM","NETWORK","MEDIUM","NONE","NONE","NONE","PARTIAL",2017-03-17,"15:53:38","CWE-284","Improper Access Control",NA,NA
"CVE-2017-0030","Microsoft Office 2010 SP2, Office Compatibility Pack SP3, Office Web Apps Server 2010 SP2, Word 2007 SP3, Word 2010 SP2, and Word Automation Services on SharePoint Server 2010 SP2 allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted document, aka ""Microsoft Office Memory Corruption Vulnerability."" This vulnerability is different from those described in CVE-2017-0006, CVE-2017-0019, CVE-2017-0020, CVE-2017-0031, CVE-2017-0052, and CVE-2017-0053.",2017-03-16,"21:59:00",2017-07-11,"21:29:04","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2017-03-21,"19:14:30","CWE-119","Buffer Errors",NA,NA
"CVE-2017-0031","Microsoft Office 2010 SP2, Office Compatibility Pack SP3, Word 2007 SP3, and Word 2010 SP2 allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted document, aka ""Microsoft Office Memory Corruption Vulnerability."" This vulnerability is different from those described in CVE-2017-0006, CVE-2017-0019, CVE-2017-0020, CVE-2017-0030, CVE-2017-0052, and CVE-2017-0053.",2017-03-16,"21:59:00",2017-07-11,"21:29:04","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2017-03-17,"15:34:30","CWE-119","Buffer Errors",NA,NA
"CVE-2017-0032","A remote code execution vulnerability exists in the way affected Microsoft scripting engines render when handling objects in memory in Microsoft browsers. These vulnerabilities could corrupt memory in such a way that an attacker could execute arbitrary code in the context of the current user. An attacker who successfully exploited the vulnerability could gain the same user rights as the current user. If the current user is logged on with administrative user rights, an attacker who successfully exploited the vulnerability could take control of an affected system. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights. This vulnerability is different from those described in CVE-2017-0010, CVE-2017-0015, CVE-2017-0035, CVE-2017-0067, CVE-2017-0070, CVE-2017-0071, CVE-2017-0094, CVE-2017-0131, CVE-2017-0132, CVE-2017-0133, CVE-2017-0134, CVE-2017-0136, CVE-2017-0137, CVE-2017-0138, CVE-2017-0141, CVE-2017-0150, and CVE-2017-0151.",2017-03-16,"21:59:00",2017-07-11,"21:29:04","7.6","HIGH","NETWORK","HIGH","NONE","COMPLETE","COMPLETE","COMPLETE",2017-03-17,"14:35:42","CWE-119","Buffer Errors",NA,NA
"CVE-2017-0033","Microsoft Internet Explorer 11 and Microsoft Edge allow remote attackers to spoof web content via a crafted web site, aka ""Microsoft Browser Spoofing Vulnerability."" This vulnerability is different from those described in CVE-2017-0012 and CVE-2017-0069.",2017-03-16,"21:59:01",2017-07-11,"21:29:04","4.3","MEDIUM","NETWORK","MEDIUM","NONE","NONE","PARTIAL","NONE",2017-03-17,"14:39:52","CWE-20","Input Validation",NA,NA
"CVE-2017-0034","A remote code execution vulnerability exists when Microsoft Edge improperly accesses objects in memory. The vulnerability could corrupt memory in a way that enables an attacker to execute arbitrary code in the context of the current user. An attacker who successfully exploited the vulnerability could gain the same user rights as the current user. If the current user is logged on with administrative user rights, an attacker could take control of an affected system. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights.",2017-03-16,"21:59:01",2017-07-11,"21:29:05","7.6","HIGH","NETWORK","HIGH","NONE","COMPLETE","COMPLETE","COMPLETE",2017-03-17,"12:26:34","CWE-119","Buffer Errors",NA,NA
"CVE-2017-0035","A remote code execution vulnerability exists in the way affected Microsoft scripting engines render when handling objects in memory in Microsoft browsers. These vulnerabilities could corrupt memory in such a way that an attacker could execute arbitrary code in the context of the current user. An attacker who successfully exploited the vulnerability could gain the same user rights as the current user. If the current user is logged on with administrative user rights, an attacker who successfully exploited the vulnerability could take control of an affected system. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights. This vulnerability is different from those described in CVE-2017-0010, CVE-2017-0015, CVE-2017-0032, CVE-2017-0067, CVE-2017-0070, CVE-2017-0071, CVE-2017-0094, CVE-2017-0131, CVE-2017-0132, CVE-2017-0133, CVE-2017-0134, CVE-2017-0136, CVE-2017-0137, CVE-2017-0138, CVE-2017-0141, CVE-2017-0150, and CVE-2017-0151.",2017-03-16,"21:59:01",2017-07-11,"21:29:05","7.6","HIGH","NETWORK","HIGH","NONE","COMPLETE","COMPLETE","COMPLETE",2017-03-17,"14:38:08","CWE-119","Buffer Errors",NA,NA
"CVE-2017-0037","Microsoft Internet Explorer 10 and 11 and Microsoft Edge have a type confusion issue in the Layout::MultiColumnBoxBuilder::HandleColumnBreakOnColumnSpanningElement function in mshtml.dll, which allows remote attackers to execute arbitrary code via vectors involving a crafted Cascading Style Sheets (CSS) token sequence and crafted JavaScript code that operates on a TH element.",2017-02-26,"19:59:00",2017-07-17,"09:18:08","7.6","HIGH","NETWORK","HIGH","NONE","COMPLETE","COMPLETE","COMPLETE",2017-02-27,"14:13:43","CWE-704","Incorrect Type Conversion or Cast",NA,NA
"CVE-2017-0038","gdi32.dll in Graphics Device Interface (GDI) in Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, and Windows 10 Gold, 1511, and 1607 allows remote attackers to obtain sensitive information from process heap memory via a crafted EMF file, as demonstrated by an EMR_SETDIBITSTODEVICE record with modified Device Independent Bitmap (DIB) dimensions. NOTE: this vulnerability exists because of an incomplete fix for CVE-2016-3216, CVE-2016-3219, and/or CVE-2016-3220.",2017-02-20,"12:59:00",2017-07-24,"21:29:04","4.3","MEDIUM","NETWORK","MEDIUM","NONE","PARTIAL","NONE","NONE",2017-03-07,"11:48:26","CWE-200","Information Leak / Disclosure",NA,NA
"CVE-2017-0039","Microsoft Windows Vista SP2 and Server 2008 SP2 mishandle dynamic link library (DLL) loading, which allows local users to gain privileges via a crafted application, aka ""Library Loading Input Validation Remote Code Execution Vulnerability.""",2017-03-16,"21:59:01",2017-07-11,"21:29:05","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2017-03-20,"19:20:03","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2017-0040","The scripting engine in Microsoft Internet Explorer 9 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Scripting Engine Memory Corruption Vulnerability."" This vulnerability is different from that described in CVE-2017-0130.",2017-03-16,"21:59:01",2017-07-11,"21:29:05","7.6","HIGH","NETWORK","HIGH","NONE","COMPLETE","COMPLETE","COMPLETE",2017-03-17,"12:29:10","CWE-119","Buffer Errors",NA,NA
"CVE-2017-0042","Windows Media Player in Microsoft Windows 8.1; Windows Server 2012 R2; Windows RT 8.1; Windows 7 SP1; Windows 2008 SP2 and R2 SP1, Windows Server 2016; Windows Vista SP2; and Windows 10 Gold, 1511, and 1607 allows remote attackers to obtain sensitive information via a crafted web site, aka ""Windows Media Player Information Disclosure Vulnerability.""",2017-03-16,"21:59:01",2017-07-11,"21:29:05","2.6","LOW","NETWORK","HIGH","NONE","PARTIAL","NONE","NONE",2017-03-21,"16:55:11","CWE-200","Information Leak / Disclosure",NA,NA
"CVE-2017-0043","Active Directory Federation Services in Microsoft Windows 10 1607, Windows Server 2008 SP2 and R2 SP1, Windows Server 2012 Gold and R2, and Windows Server 2016 allows local users to obtain sensitive information via a crafted application, aka ""Microsoft Active Directory Federation Services Information Disclosure Vulnerability.""",2017-03-16,"21:59:01",2017-07-11,"21:29:05","2.9","LOW","ADJACENT_NETWORK","MEDIUM","NONE","PARTIAL","NONE","NONE",2017-03-21,"15:19:46","CWE-200","Information Leak / Disclosure",NA,NA
"CVE-2017-0045","Windows DVD Maker in Windows 7 SP1, Windows Server 2008 SP2 and R2 SP1, and Windows Vista SP2 does not properly parse crafted .msdvd files, which allows attackers to obtain information to compromise a target system, aka ""Windows DVD Maker Cross-Site Request Forgery Vulnerability.""",2017-03-16,"21:59:01",2017-07-11,"21:29:05","4.3","MEDIUM","NETWORK","MEDIUM","NONE","PARTIAL","NONE","NONE",2017-03-21,"14:05:03","CWE-352","Cross-Site Request Forgery (CSRF)",NA,NA
"CVE-2017-0047","The Graphics Device Interface (GDI) in Microsoft Windows Vista SP2; Windows Server 2008 SP2 and R2 SP1; Windows 7 SP1; Windows 8.1; Windows Server 2012 Gold and R2; Windows RT 8.1; and Windows 10 Gold, 1511, and 1607 allows local users to gain privileges via a crafted application, aka ""Windows GDI Elevation of Privilege Vulnerability."" This vulnerability is different from those described in CVE-2017-0001, CVE-2017-0005 and CVE-2017-0025.",2017-03-16,"21:59:01",2017-07-11,"21:29:05","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2017-03-20,"19:02:13","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2017-0049","The VBScript engine in Microsoft Internet Explorer 11 allows remote attackers to obtain sensitive information from process memory via a crafted web site, aka ""Scripting Engine Information Disclosure Vulnerability."" This vulnerability is different from those described in CVE-2017-0018, and CVE-2017-0037.",2017-03-16,"21:59:01",2017-07-11,"21:29:05","4.3","MEDIUM","NETWORK","MEDIUM","NONE","PARTIAL","NONE","NONE",2017-03-17,"11:22:34","CWE-200","Information Leak / Disclosure",NA,NA
"CVE-2017-0050","The kernel API in Microsoft Windows Vista SP2; Windows Server 2008 SP2 and R2 SP1; Windows 7; Windows 8; Windows 10 Gold, 1511, and 1607; Windows RT 8.1; Windows Server 2012 Gold and R2; and Windows Server 2016 does not properly enforce permissions, which allows local users to spoof processes, spoof inter-process communication, or cause a denial of service via a crafted application, aka ""Windows Kernel Elevation of Privilege Vulnerability.""",2017-03-16,"21:59:01",2017-07-11,"21:29:05","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2017-03-21,"15:57:32","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2017-0051","Microsoft Windows 10 1607 and Windows Server 2016 allow remote attackers to cause a denial of service (application hang) via a crafted Office document, aka ""Microsoft Hyper-V Network Switch Denial of Service Vulnerability."" This vulnerability is different from those described in CVE-2017-0074, CVE-2017-0076, CVE-2017-0097, CVE-2017-0098, and CVE-2017-0099.",2017-03-16,"21:59:01",2017-07-17,"09:18:08","2.9","LOW","ADJACENT_NETWORK","MEDIUM","NONE","NONE","NONE","PARTIAL",2017-03-17,"15:12:29","CWE-284","Improper Access Control",NA,NA
"CVE-2017-0052","Microsoft Office Compatibility Pack SP3, Excel 2007 SP3, Excel Viewer, and Excel Services on SharePoint Server 2007 SP3 allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted document, aka ""Microsoft Office Memory Corruption Vulnerability."" This vulnerability is different from those described in CVE-2017-0006, CVE-2017-0019, CVE-2017-0020, CVE-2017-0030, CVE-2017-0031, and CVE-2017-0053.",2017-03-16,"21:59:01",2017-07-11,"21:29:05","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2017-03-21,"18:10:33","CWE-119","Buffer Errors",NA,NA
