"CVE_ID","Vulnerability_Summary","Vulnerability_Published_Date","Vulnerability_Published_Time","Vulnerability_Last_Modified_Date","Vulnerability_Last_Modified_Time","CVSS_Score","CVSS_Severity","CVSS_Access_Vector","CVSS_Access_Complexity","CVSS_Authentication","CVSS_Confidentiality_Impact","CVSS_Integrity_Impact","CVSS_Availability_Impact","CVSS_Generated_On_Date","CVSS_Generated_On_Time","CWE_ID_1","CWE_ID_1_Description","CWE_ID_2","CWE_ID_2_Description"
"CVE-2014-0018","Red Hat JBoss Enterprise Application Platform (JBEAP) 6.2.0 and JBoss WildFly Application Server, when run under a security manager, do not properly restrict access to the Modular Service Container (MSC) service registry, which allows local users to modify the server via a crafted deployment.",2014-02-14,"11:55:05",2017-01-06,"22:59:14","1.9","LOW","LOCAL","MEDIUM","NONE","NONE","PARTIAL","NONE",2014-02-18,"11:54:09","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2014-0019","Stack-based buffer overflow in socat 1.3.0.0 through 1.7.2.2 and 2.0.0-b1 through 2.0.0-b6 allows local users to cause a denial of service (segmentation fault) via a long server name in the PROXY-CONNECT address in the command line.",2014-02-04,"17:55:05",2016-08-30,"13:10:48","1.9","LOW","LOCAL","MEDIUM","NONE","NONE","NONE","PARTIAL",2016-08-30,"11:49:36","CWE-119","Buffer Errors",NA,NA
"CVE-2014-0020","The IRC protocol plugin in libpurple in Pidgin before 2.10.8 does not validate argument counts, which allows remote IRC servers to cause a denial of service (application crash) via a crafted message.",2014-02-06,"12:10:59",2014-03-16,"01:43:47","5.0","MEDIUM","NETWORK","LOW","NONE","NONE","NONE","PARTIAL",2014-02-06,"17:01:56","CWE-20","Input Validation",NA,NA
"CVE-2014-0022","The installUpdates function in yum-cron/yum-cron.py in yum 3.4.3 and earlier does not properly check the return value of the sigCheckPkg function, which allows remote attackers to bypass the RMP package signing restriction via an unsigned package.",2014-01-26,"12:58:11",2014-01-27,"13:20:03","5.0","MEDIUM","NETWORK","LOW","NONE","NONE","PARTIAL","NONE",2014-01-27,"13:20:03","CWE-20","Input Validation",NA,NA
"CVE-2014-0027","The play_wave_from_socket function in audio/auserver.c in Flite 1.4 allows local users to modify arbitrary files via a symlink attack on /tmp/awb.wav.  NOTE: some of these details are obtained from third party information.",2014-01-25,"21:55:19",2014-02-21,"01:06:08","3.3","LOW","LOCAL","MEDIUM","NONE","PARTIAL","PARTIAL","NONE",2014-01-27,"12:06:43","CWE-59","Link Following",NA,NA
"CVE-2014-0028","libvirt 1.1.1 through 1.2.0 allows context-dependent attackers to bypass the domain:getattr and connect:search_domains restrictions in ACLs and obtain sensitive domain object information via a request to the (1) virConnectDomainEventRegister and (2) virConnectDomainEventRegisterAny functions in the event registration API.",2014-01-24,"14:55:04",2015-01-02,"22:08:36","4.3","MEDIUM","ADJACENT_NETWORK","MEDIUM","NONE","PARTIAL","NONE","PARTIAL",2014-12-31,"15:46:17","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2014-0031","The (1) ListNetworkACL and (2) listNetworkACLLists APIs in Apache CloudStack before 4.2.1 allow remote authenticated users to list network ACLS for other users via a crafted request.",2014-01-15,"12:08:04",2014-02-25,"08:38:36","4.0","MEDIUM","NETWORK","LOW","SINGLE_INSTANCE","PARTIAL","NONE","NONE",2014-01-15,"14:09:30","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2014-0032","The get_resource function in repos.c in the mod_dav_svn module in Apache Subversion before 1.7.15 and 1.8.x before 1.8.6, when SVNListParentPath is enabled, allows remote attackers to cause a denial of service (crash) via vectors related to the server root and request methods other than GET, as demonstrated by the ""svn ls http://svn.example.com"" command.",2014-02-14,"11:55:05",2017-01-06,"22:59:14","4.3","MEDIUM","NETWORK","MEDIUM","NONE","NONE","NONE","PARTIAL",2014-02-18,"12:00:47","CWE-20","Input Validation",NA,NA
"CVE-2014-0033","org/apache/catalina/connector/CoyoteAdapter.java in Apache Tomcat 6.0.33 through 6.0.37 does not consider the disableURLRewriting setting when handling a session ID in a URL, which allows remote attackers to conduct session fixation attacks via a crafted URL.",2014-02-26,"10:55:08",2016-04-25,"21:59:06","4.3","MEDIUM","NETWORK","MEDIUM","NONE","PARTIAL","NONE","NONE",2016-06-24,"15:09:00","CWE-20","Input Validation",NA,NA
"CVE-2014-0034","The SecurityTokenService (STS) in Apache CXF before 2.6.12 and 2.7.x before 2.7.9 does not properly validate SAML tokens when caching is enabled, which allows remote attackers to gain access via an invalid SAML token.",2014-07-07,"10:55:03",2015-04-22,"21:59:12","4.3","MEDIUM","NETWORK","MEDIUM","NONE","PARTIAL","NONE","NONE",2014-07-08,"09:33:04","CWE-20","Input Validation",NA,NA
"CVE-2014-0035","The SymmetricBinding in Apache CXF before 2.6.13 and 2.7.x before 2.7.10, when EncryptBeforeSigning is enabled and the UsernameToken policy is set to an EncryptedSupportingToken, transmits the UsernameToken in cleartext, which allows remote attackers to obtain sensitive information by sniffing the network.",2014-07-07,"10:55:03",2015-04-22,"21:59:13","4.3","MEDIUM","NETWORK","MEDIUM","NONE","PARTIAL","NONE","NONE",2014-07-08,"09:31:22","CWE-310","Cryptographic Issues",NA,NA
"CVE-2014-0036","The rbovirt gem before 0.0.24 for Ruby uses the rest-client gem with SSL verification disabled, which allows remote attackers to conduct man-in-the-middle attacks via unspecified vectors.",2014-04-17,"10:55:06",2014-04-18,"09:48:54","6.8","MEDIUM","NETWORK","MEDIUM","NONE","PARTIAL","PARTIAL","PARTIAL",2014-04-18,"09:48:54","CWE-310","Cryptographic Issues",NA,NA
"CVE-2014-0037","The ValidateUserLogon function in provider/libserver/ECSession.cpp in Zarafa 5.00 before 7.1.8 beta2 allows remote attackers to cause a denial of service (crash) via vectors related to ""a NULL pointer of the username.""",2014-04-28,"10:09:06",2014-04-29,"07:35:51","5.0","MEDIUM","NETWORK","LOW","NONE","NONE","NONE","PARTIAL",2014-04-29,"07:35:50","CWE-20","Input Validation",NA,NA
"CVE-2014-0038","The compat_sys_recvmmsg function in net/compat.c in the Linux kernel before 3.13.2, when CONFIG_X86_X32 is enabled, allows local users to gain privileges via a recvmmsg system call with a crafted timeout pointer parameter.",2014-02-06,"18:55:03",2014-03-05,"00:50:18","6.9","MEDIUM","LOCAL","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2014-02-07,"12:05:35","CWE-20","Input Validation",NA,NA
"CVE-2014-0039","Untrusted search path vulnerability in fwsnort before 1.6.4, when not running as root, allows local users to execute arbitrary code via a Trojan horse fwsnort.conf in the current working directory.",2014-02-07,"20:55:06",2014-02-21,"01:06:09","4.4","MEDIUM","LOCAL","MEDIUM","NONE","PARTIAL","PARTIAL","PARTIAL",2014-02-10,"11:52:01",NA,NA,NA,NA
"CVE-2014-0040","OpenStack Heat Templates (heat-templates), as used in Red Hat Enterprise Linux OpenStack Platform 4.0, uses an HTTP connection to download (1) packages and (2) signing keys from Yum repositories, which allows man-in-the-middle attackers to prevent updates via unspecified vectors.",2014-06-02,"11:55:11",2014-06-03,"11:02:03","4.3","MEDIUM","NETWORK","MEDIUM","NONE","NONE","PARTIAL","NONE",2014-06-03,"11:02:03",NA,NA,NA,NA
"CVE-2014-0041","OpenStack Heat Templates (heat-templates), as used in Red Hat Enterprise Linux OpenStack Platform 4.0, sets sslverify to false for certain Yum repositories, which disables SSL protection and allows man-in-the-middle attackers to prevent updates via unspecified vectors.",2014-06-02,"11:55:11",2014-06-03,"11:04:28","4.3","MEDIUM","NETWORK","MEDIUM","NONE","NONE","PARTIAL","NONE",2014-06-03,"11:04:28","CWE-310","Cryptographic Issues",NA,NA
"CVE-2014-0042","OpenStack Heat Templates (heat-templates), as used in Red Hat Enterprise Linux OpenStack Platform 4.0, sets gpgcheck to 0 for certain templates, which disables GPG signature checking on downloaded packages and allows man-in-the-middle attackers to install arbitrary packages via unspecified vectors.",2014-06-02,"11:55:11",2014-06-03,"11:05:31","4.3","MEDIUM","NETWORK","MEDIUM","NONE","NONE","PARTIAL","NONE",2014-06-03,"11:05:31","CWE-310","Cryptographic Issues",NA,NA
"CVE-2014-0044","The opus_packet_get_samples_per_frame function in client in Mumble 1.2.4 and the 1.2.3 pre-release snapshots allows remote attackers to cause a denial of service (crash) via a crafted length prefix value, which triggers a NULL pointer dereference or a heap-based buffer over-read (aka ""out-of-bounds array access"").",2014-02-07,"20:55:06",2014-03-05,"00:50:19","5.0","MEDIUM","NETWORK","LOW","NONE","NONE","NONE","PARTIAL",2014-02-10,"06:50:21","CWE-119","Buffer Errors",NA,NA
"CVE-2014-0045","The needSamples method in AudioOutputSpeech.cpp in the client in Mumble 1.2.4 and the 1.2.3 pre-release snapshots, Mumble for iOS 1.1 through 1.2.2, and MumbleKit before commit fd190328a9b24d37382b269a5674b0c0c7a7e36d does not check the return value of the opus_decode_float function, which allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via a crafted Opus voice packet, which triggers an error in opus_decode_float, a conversion of a negative integer to an unsigned integer, and a heap-based buffer over-read and over-write.",2014-02-07,"20:55:06",2016-12-30,"22:59:10","7.5","HIGH","NETWORK","LOW","NONE","PARTIAL","PARTIAL","PARTIAL",2014-02-10,"12:33:20","CWE-189","Numeric Errors",NA,NA
"CVE-2014-0046","Cross-site scripting (XSS) vulnerability in the link-to helper in Ember.js 1.2.x before 1.2.2, 1.3.x before 1.3.2, and 1.4.x before 1.4.0-beta.6, when used in non-block form, allows remote attackers to inject arbitrary web script or HTML via the title attribute.",2014-02-27,"11:55:04",2016-12-30,"22:59:10","2.6","LOW","NETWORK","HIGH","NONE","NONE","PARTIAL","NONE",2014-02-28,"11:03:58","CWE-79","Cross-Site Scripting (XSS)",NA,NA
"CVE-2014-0049","Buffer overflow in the complete_emulated_mmio function in arch/x86/kvm/x86.c in the Linux kernel before 3.13.6 allows guest OS users to execute arbitrary code on the host OS by leveraging a loop that triggers an invalid memory copy affecting certain cancel_work_item data.",2014-03-11,"10:01:06",2014-03-11,"11:26:44","7.4","HIGH","ADJACENT_NETWORK","MEDIUM","SINGLE_INSTANCE","COMPLETE","COMPLETE","COMPLETE",2014-03-11,"11:26:42","CWE-119","Buffer Errors",NA,NA
"CVE-2014-0050","MultipartStream.java in Apache Commons FileUpload before 1.3.1, as used in Apache Tomcat, JBoss Web, and other products, allows remote attackers to cause a denial of service (infinite loop and CPU consumption) via a crafted Content-Type header that bypasses a loop's intended exit conditions.",2014-04-01,"02:27:51",2017-02-16,"22:59:00","7.5","HIGH","NETWORK","LOW","NONE","PARTIAL","PARTIAL","PARTIAL",2016-11-15,"13:04:21","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2014-0053","The default configuration of the Resources plugin 1.0.0 before 1.2.6 for Pivotal Grails 2.0.0 before 2.3.6 does not properly restrict access to files in the WEB-INF directory, which allows remote attackers to obtain sensitive information via a direct request.  NOTE: this identifier has been SPLIT due to different researchers and different vulnerability types. See CVE-2014-2857 for the META-INF variant and CVE-2014-2858 for the directory traversal.",2014-04-15,"19:55:08",2014-04-22,"13:54:49","5.0","MEDIUM","NETWORK","LOW","NONE","PARTIAL","NONE","NONE",2014-04-16,"07:39:07","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2014-0054","The Jaxb2RootElementHttpMessageConverter in Spring MVC in Spring Framework before 3.2.8 and 4.0.0 before 4.0.2 does not disable external entity resolution, which allows remote attackers to read arbitrary files, cause a denial of service, and conduct CSRF attacks via crafted XML, aka an XML External Entity (XXE) issue.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2013-4152, CVE-2013-7315, and CVE-2013-6429.",2014-04-17,"10:55:06",2016-11-28,"15:10:22","6.8","MEDIUM","NETWORK","MEDIUM","NONE","PARTIAL","PARTIAL","PARTIAL",2014-04-18,"05:56:56","CWE-352","Cross-Site Request Forgery (CSRF)",NA,NA
"CVE-2014-0055","The get_rx_bufs function in drivers/vhost/net.c in the vhost-net subsystem in the Linux kernel package before 2.6.32-431.11.2 on Red Hat Enterprise Linux (RHEL) 6 does not properly handle vhost_get_vq_desc errors, which allows guest OS users to cause a denial of service (host OS crash) via unspecified vectors.",2014-03-26,"11:55:04",2014-07-17,"01:03:17","5.5","MEDIUM","ADJACENT_NETWORK","LOW","SINGLE_INSTANCE","NONE","NONE","COMPLETE",2014-03-26,"15:28:12",NA,NA,NA,NA
"CVE-2014-0056","The l3-agent in OpenStack Neutron 2012.2 before 2013.2.3 does not check the tenant id when creating ports, which allows remote authenticated users to plug ports into the routers of arbitrary tenants via the device id in a port-create command.",2014-05-08,"10:29:12",2014-06-05,"00:28:33","2.1","LOW","NETWORK","HIGH","SINGLE_INSTANCE","PARTIAL","NONE","NONE",2014-05-09,"06:45:15","CWE-287","Authentication Issues",NA,NA
"CVE-2014-0057","The x_button method in the ServiceController (vmdb/app/controllers/service_controller.rb) in Red Hat CloudForms 3.0 Management Engine 5.2 allows remote attackers to execute arbitrary methods via unspecified vectors.",2014-03-18,"14:02:52",2014-03-19,"11:03:56","7.5","HIGH","NETWORK","LOW","NONE","PARTIAL","PARTIAL","PARTIAL",2014-03-19,"11:03:38","CWE-94","Code Injection",NA,NA
"CVE-2014-0058","The security audit functionality in Red Hat JBoss Enterprise Application Platform (EAP) 6.x before 6.2.1 logs request parameters in plaintext, which might allow local users to obtain passwords by reading the log files.",2014-02-26,"11:55:08",2017-01-06,"22:59:15","1.9","LOW","LOCAL","MEDIUM","NONE","PARTIAL","NONE","NONE",2016-09-06,"08:28:35","CWE-310","Cryptographic Issues",NA,NA
"CVE-2014-0059","JBoss SX and PicketBox, as used in Red Hat JBoss Enterprise Application Platform (EAP) before 6.2.3, use world-readable permissions on audit.log, which allows local users to obtain sensitive information by reading this file.",2014-11-17,"18:59:02",2016-09-30,"21:59:00","2.1","LOW","LOCAL","LOW","NONE","PARTIAL","NONE","NONE",2016-10-03,"15:41:47","CWE-200","Information Leak / Disclosure",NA,NA
"CVE-2014-0060","PostgreSQL before 8.4.20, 9.0.x before 9.0.16, 9.1.x before 9.1.12, 9.2.x before 9.2.7, and 9.3.x before 9.3.3 does not properly enforce the ADMIN OPTION restriction, which allows remote authenticated members of a role to add or remove arbitrary users to that role by calling the SET ROLE command before the associated GRANT command.",2014-03-31,"10:58:08",2017-01-06,"22:59:15","4.0","MEDIUM","NETWORK","LOW","SINGLE_INSTANCE","NONE","PARTIAL","NONE",2014-03-31,"13:47:04","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2014-0061","The validator functions for the procedural languages (PLs) in PostgreSQL before 8.4.20, 9.0.x before 9.0.16, 9.1.x before 9.1.12, 9.2.x before 9.2.7, and 9.3.x before 9.3.3 allow remote authenticated users to gain privileges via a function that is (1) defined in another language or (2) not allowed to be directly called by the user due to permissions.",2014-03-31,"10:58:15",2017-01-06,"22:59:15","6.5","MEDIUM","NETWORK","LOW","SINGLE_INSTANCE","PARTIAL","PARTIAL","PARTIAL",2014-03-31,"13:52:03","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2014-0062","Race condition in the (1) CREATE INDEX and (2) unspecified ALTER TABLE commands in PostgreSQL before 8.4.20, 9.0.x before 9.0.16, 9.1.x before 9.1.12, 9.2.x before 9.2.7, and 9.3.x before 9.3.3 allows remote authenticated users to create an unauthorized index or read portions of unauthorized tables by creating or deleting a table with the same name during the timing window.",2014-03-31,"10:58:15",2017-01-06,"22:59:15","4.9","MEDIUM","NETWORK","MEDIUM","SINGLE_INSTANCE","PARTIAL","PARTIAL","NONE",2014-03-31,"13:54:55","CWE-362","Race Conditions",NA,NA
"CVE-2014-0063","Multiple stack-based buffer overflows in PostgreSQL before 8.4.20, 9.0.x before 9.0.16, 9.1.x before 9.1.12, 9.2.x before 9.2.7, and 9.3.x before 9.3.3 allow remote authenticated users to cause a denial of service (crash) or possibly execute arbitrary code via vectors related to an incorrect MAXDATELEN constant and datetime values involving (1) intervals, (2) timestamps, or (3) timezones, a different vulnerability than CVE-2014-0065.",2014-03-31,"10:58:15",2017-01-06,"22:59:15","6.5","MEDIUM","NETWORK","LOW","SINGLE_INSTANCE","PARTIAL","PARTIAL","PARTIAL",2014-03-31,"13:50:48","CWE-119","Buffer Errors",NA,NA
"CVE-2014-0064","Multiple integer overflows in the path_in and other unspecified functions in PostgreSQL before 8.4.20, 9.0.x before 9.0.16, 9.1.x before 9.1.12, 9.2.x before 9.2.7, and 9.3.x before 9.3.3 allow remote authenticated users to have unspecified impact and attack vectors, which trigger a buffer overflow.  NOTE: this identifier has been SPLIT due to different affected versions; use CVE-2014-2669 for the hstore vector.",2014-03-31,"10:58:15",2017-01-06,"22:59:15","6.5","MEDIUM","NETWORK","LOW","SINGLE_INSTANCE","PARTIAL","PARTIAL","PARTIAL",2014-03-31,"13:56:29","CWE-189","Numeric Errors",NA,NA
"CVE-2014-0065","Multiple buffer overflows in PostgreSQL before 8.4.20, 9.0.x before 9.0.16, 9.1.x before 9.1.12, 9.2.x before 9.2.7, and 9.3.x before 9.3.3 allow remote authenticated users to have unspecified impact and attack vectors, a different vulnerability than CVE-2014-0063.",2014-03-31,"10:58:15",2016-12-30,"22:59:10","6.5","MEDIUM","NETWORK","LOW","SINGLE_INSTANCE","PARTIAL","PARTIAL","PARTIAL",2014-03-31,"14:04:39","CWE-119","Buffer Errors",NA,NA
"CVE-2014-0066","The chkpass extension in PostgreSQL before 8.4.20, 9.0.x before 9.0.16, 9.1.x before 9.1.12, 9.2.x before 9.2.7, and 9.3.x before 9.3.3 does not properly check the return value of the crypt library function, which allows remote authenticated users to cause a denial of service (NULL pointer dereference and crash) via unspecified vectors.",2014-03-31,"10:58:15",2016-12-07,"23:04:10","4.0","MEDIUM","NETWORK","LOW","SINGLE_INSTANCE","NONE","NONE","PARTIAL",2014-03-31,"14:03:16","CWE-20","Input Validation",NA,NA
"CVE-2014-0067","The ""make check"" command for the test suites in PostgreSQL 9.3.3 and earlier does not properly invoke initdb to specify the authentication requirements for a database cluster to be used for the tests, which allows local users to gain privileges by leveraging access to this cluster.",2014-03-31,"10:58:15",2016-11-28,"15:10:23","4.6","MEDIUM","LOCAL","LOW","NONE","PARTIAL","PARTIAL","PARTIAL",2016-07-08,"13:00:57","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2014-0069","The cifs_iovec_write function in fs/cifs/file.c in the Linux kernel through 3.13.5 does not properly handle uncached write operations that copy fewer than the requested number of bytes, which allows local users to obtain sensitive information from kernel memory, cause a denial of service (memory corruption and system crash), or possibly gain privileges via a writev system call with a crafted pointer.",2014-02-28,"02:18:54",2014-07-17,"01:03:18","6.2","MEDIUM","LOCAL","HIGH","NONE","COMPLETE","COMPLETE","COMPLETE",2014-02-28,"13:03:13","CWE-119","Buffer Errors",NA,NA
"CVE-2014-0071","PackStack in Red Hat OpenStack 4.0 does not enforce the default security groups when deployed to Neutron, which allows remote attackers to bypass intended access restrictions and make unauthorized connections.",2014-04-17,"10:55:06",2014-04-17,"12:00:04","6.4","MEDIUM","NETWORK","LOW","NONE","PARTIAL","PARTIAL","NONE",2014-04-17,"12:00:04","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2014-0074","Apache Shiro 1.x before 1.2.3, when using an LDAP server with unauthenticated bind enabled, allows remote attackers to bypass authentication via an empty (1) username or (2) password.",2014-10-06,"10:55:08",2014-10-07,"10:16:31","7.5","HIGH","NETWORK","LOW","NONE","PARTIAL","PARTIAL","PARTIAL",2014-10-07,"10:16:30","CWE-287","Authentication Issues",NA,NA
"CVE-2014-0075","Integer overflow in the parseChunkHeader function in java/org/apache/coyote/http11/filters/ChunkedInputFilter.java in Apache Tomcat before 6.0.40, 7.x before 7.0.53, and 8.x before 8.0.4 allows remote attackers to cause a denial of service (resource consumption) via a malformed chunk size in chunked transfer coding of a request during the streaming of data.",2014-05-31,"07:17:13",2017-01-06,"22:59:15","5.0","MEDIUM","NETWORK","LOW","NONE","NONE","NONE","PARTIAL",2016-06-28,"11:30:05","CWE-189","Numeric Errors",NA,NA
"CVE-2014-0076","The Montgomery ladder implementation in OpenSSL through 1.0.0l does not ensure that certain swap operations have a constant-time behavior, which makes it easier for local users to obtain ECDSA nonces via a FLUSH+RELOAD cache side-channel attack.",2014-03-25,"10:25:21",2017-01-18,"22:59:00","1.9","LOW","LOCAL","MEDIUM","NONE","PARTIAL","NONE","NONE",2016-07-08,"11:56:30","CWE-310","Cryptographic Issues",NA,NA
"CVE-2014-0077","drivers/vhost/net.c in the Linux kernel before 3.13.10, when mergeable buffers are disabled, does not properly validate packet lengths, which allows guest OS users to cause a denial of service (memory corruption and host OS crash) or possibly gain privileges on the host OS via crafted packets, related to the handle_rx and get_rx_bufs functions.",2014-04-14,"19:55:07",2017-01-06,"22:59:15","5.5","MEDIUM","ADJACENT_NETWORK","HIGH","SINGLE_INSTANCE","PARTIAL","PARTIAL","COMPLETE",2014-04-15,"10:59:30","CWE-20","Input Validation",NA,NA
