"CVE_ID","Vulnerability_Summary","Vulnerability_Published_Date","Vulnerability_Published_Time","Vulnerability_Last_Modified_Date","Vulnerability_Last_Modified_Time","CVSS_Score","CVSS_Severity","CVSS_Access_Vector","CVSS_Access_Complexity","CVSS_Authentication","CVSS_Confidentiality_Impact","CVSS_Integrity_Impact","CVSS_Availability_Impact","CVSS_Generated_On_Date","CVSS_Generated_On_Time","CWE_ID_1","CWE_ID_1_Description","CWE_ID_2","CWE_ID_2_Description"
"CVE-2016-0014","Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT Gold and 8.1, and Windows 10 Gold and 1511 mishandle DLL loading, which allows local users to gain privileges via a crafted application, aka ""DLL Loading Elevation of Privilege Vulnerability.""",2016-01-13,"01:59:11",2016-12-07,"14:30:11","6.9","MEDIUM","LOCAL","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2016-01-13,"19:01:36",NA,NA,NA,NA
"CVE-2016-0015","DirectShow in Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8, Windows 8.1, Windows Server 2012 Gold and R2, and Windows 10 Gold and 1511 allows remote attackers to execute arbitrary code via a crafted file, aka ""DirectShow Heap Corruption Remote Code Execution Vulnerability.""",2016-01-13,"01:59:12",2016-12-07,"14:30:12","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2016-02-12,"12:48:15","CWE-119","Buffer Errors",NA,NA
"CVE-2016-0016","Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT Gold and 8.1, and Windows 10 Gold and 1511 mishandle DLL loading, which allows local users to gain privileges via a crafted application, aka ""DLL Loading Remote Code Execution Vulnerability.""",2016-01-13,"01:59:13",2016-12-07,"14:30:13","6.9","MEDIUM","LOCAL","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2016-01-13,"17:22:28",NA,NA,NA,NA
"CVE-2016-0018","Microsoft Windows 7 SP1, Windows 8, Windows 8.1, Windows Server 2012 R2, and Windows 10 Gold and 1511 mishandle DLL loading, which allows local users to gain privileges via a crafted application, aka ""DLL Loading Remote Code Execution Vulnerability.""",2016-01-13,"01:59:14",2016-12-07,"14:30:14","6.9","MEDIUM","LOCAL","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2016-01-13,"17:05:00",NA,NA,NA,NA
"CVE-2016-0019","The Remote Desktop Protocol (RDP) service implementation in Microsoft Windows 10 Gold and 1511 allows remote attackers to bypass intended access restrictions and establish sessions for blank-password accounts via a modified RDP client, aka ""Windows Remote Desktop Protocol Security Bypass Vulnerability.""",2016-01-13,"01:59:15",2016-12-07,"14:30:15","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2016-01-13,"16:48:43","CWE-254","Security Features",NA,NA
"CVE-2016-0020","Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, and Windows 7 SP1 mishandle DLL loading, which allows local users to gain privileges via a crafted application, aka ""MAPI DLL Loading Elevation of Privilege Vulnerability.""",2016-01-13,"01:59:16",2016-12-07,"14:30:16","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2016-01-13,"17:10:19",NA,NA,NA,NA
"CVE-2016-0021","Microsoft InfoPath 2007 SP3, 2010 SP2, and 2013 SP1 allows remote attackers to execute arbitrary code via a crafted Office document, aka ""Microsoft Office Memory Corruption Vulnerability.""",2016-03-09,"07:59:00",2016-12-02,"23:15:00","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2016-03-10,"13:21:07","CWE-119","Buffer Errors",NA,NA
"CVE-2016-0022","Microsoft Word 2007 SP3, Office 2010 SP2, Word 2010 SP2, Word 2013 SP1, Word 2013 RT SP1, Word 2016, Word for Mac 2011, Word 2016 for Mac, Office Compatibility Pack SP3, Word Viewer, Word Automation Services on SharePoint Server 2013 SP1, Office Web Apps Server 2013 SP1, and SharePoint Server 2013 SP1 allow remote attackers to execute arbitrary code via a crafted Office document, aka ""Microsoft Office Memory Corruption Vulnerability,"" a different vulnerability than CVE-2016-0052.",2016-02-10,"07:59:00",2016-12-05,"23:04:24","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2016-02-15,"19:25:41","CWE-119","Buffer Errors",NA,NA
"CVE-2016-0024","The Chakra JavaScript engine in Microsoft Edge allows remote attackers to execute arbitrary code via unspecified vectors, aka ""Scripting Engine Memory Corruption Vulnerability.""",2016-01-13,"01:59:17",2017-03-23,"22:59:01","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2016-01-13,"17:54:18","CWE-119","Buffer Errors",NA,NA
"CVE-2016-0025","Microsoft Word 2007 SP3, Office 2010 SP2, Word 2010 SP2, Word 2013 SP1, Word 2013 RT SP1, Office 2016, Word 2016, Word for Mac 2011, Word 2016 for Mac, Office Compatibility Pack SP3, Word Automation Services on SharePoint Server 2010 SP2, Word Automation Services on SharePoint Server 2013 SP1, Office Web Apps 2010 SP2, Office Web Apps Server 2013 SP1, and Office Online Server allow remote attackers to execute arbitrary code via a crafted Office document, aka ""Microsoft Office Memory Corruption Vulnerability.""",2016-06-15,"21:59:01",2016-11-29,"23:02:42","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2016-06-17,"13:59:29","CWE-20","Input Validation",NA,NA
"CVE-2016-0026","The Common Log File System (CLFS) driver in Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, Windows 10 Gold, 1511, and 1607, and Windows Server 2016 allows local users to gain privileges via a crafted application, aka ""Windows Common Log File System Driver Elevation of Privilege Vulnerability,"" a different vulnerability than CVE-2016-3332, CVE-2016-3333, CVE-2016-3334, CVE-2016-3335, CVE-2016-3338, CVE-2016-3340, CVE-2016-3342, CVE-2016-3343, and CVE-2016-7184.",2016-11-10,"02:59:00",2016-11-28,"15:51:04","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2016-11-10,"13:17:34","CWE-119","Buffer Errors",NA,NA
"CVE-2016-0028","Outlook Web Access (OWA) in Microsoft Exchange Server 2013 SP1, Cumulative Update 11, and Cumulative Update 12 and 2016 Gold and Cumulative Update 1 does not properly restrict loading of IMG elements, which makes it easier for remote attackers to track users via a crafted HTML e-mail message, aka ""Microsoft Exchange Information Disclosure Vulnerability.""",2016-06-15,"21:59:03",2016-11-29,"23:02:43","4.3","MEDIUM","NETWORK","MEDIUM","NONE","PARTIAL","NONE","NONE",2016-06-17,"13:06:35","CWE-200","Information Leak / Disclosure",NA,NA
"CVE-2016-0029","Cross-site scripting (XSS) vulnerability in Outlook Web Access (OWA) in Microsoft Exchange Server 2016 allows remote attackers to inject arbitrary web script or HTML via a crafted URL, aka ""Exchange Spoofing Vulnerability,"" a different vulnerability than CVE-2016-0031.",2016-01-13,"01:59:18",2016-12-07,"14:30:18","4.3","MEDIUM","NETWORK","MEDIUM","NONE","NONE","PARTIAL","NONE",2016-01-13,"16:27:09","CWE-79","Cross-Site Scripting (XSS)",NA,NA
"CVE-2016-0030","Cross-site scripting (XSS) vulnerability in Outlook Web Access (OWA) in Microsoft Exchange Server 2013 PS1, 2013 Cumulative Update 10, and 2016 allows remote attackers to inject arbitrary web script or HTML via a crafted URL, aka ""Exchange Spoofing Vulnerability.""",2016-01-13,"01:59:19",2016-12-07,"14:30:19","4.3","MEDIUM","NETWORK","MEDIUM","NONE","NONE","PARTIAL","NONE",2016-01-13,"18:56:44","CWE-79","Cross-Site Scripting (XSS)",NA,NA
"CVE-2016-0031","Cross-site scripting (XSS) vulnerability in Outlook Web Access (OWA) in Microsoft Exchange Server 2016 allows remote attackers to inject arbitrary web script or HTML via a crafted URL, aka ""Exchange Spoofing Vulnerability,"" a different vulnerability than CVE-2016-0029.",2016-01-13,"01:59:20",2016-12-07,"14:30:20","4.3","MEDIUM","NETWORK","MEDIUM","NONE","NONE","PARTIAL","NONE",2016-01-13,"17:56:03","CWE-79","Cross-Site Scripting (XSS)",NA,NA
"CVE-2016-0032","Cross-site scripting (XSS) vulnerability in Outlook Web Access (OWA) in Microsoft Exchange Server 2013 PS1, 2013 Cumulative Update 10, 2013 Cumulative Update 11, and 2016 allows remote attackers to inject arbitrary web script or HTML via a crafted URL, aka ""Exchange Spoofing Vulnerability.""",2016-01-13,"01:59:21",2016-12-07,"14:30:21","4.3","MEDIUM","NETWORK","MEDIUM","NONE","NONE","PARTIAL","NONE",2016-01-13,"16:28:02","CWE-79","Cross-Site Scripting (XSS)",NA,NA
"CVE-2016-0033","Microsoft .NET Framework 2.0 SP2, 3.5, 3.5.1, 4.5.2, 4.6, and 4.6.1 does not prevent recursive compilation of XSLT transforms, which allows remote attackers to cause a denial of service (performance degradation) via crafted XSLT data, aka "".NET Framework Stack Overflow Denial of Service Vulnerability.""",2016-02-10,"07:59:01",2016-12-05,"23:04:25","5.0","MEDIUM","NETWORK","LOW","NONE","NONE","NONE","PARTIAL",2016-02-15,"19:08:08","CWE-94","Code Injection",NA,NA
"CVE-2016-0034","Microsoft Silverlight 5 before 5.1.41212.0 mishandles negative offsets during decoding, which allows remote attackers to execute arbitrary code or cause a denial of service (object-header corruption) via a crafted web site, aka ""Silverlight Runtime Remote Code Execution Vulnerability.""",2016-01-13,"01:59:22",2016-12-07,"14:30:22","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2016-02-12,"12:45:28","CWE-20","Input Validation",NA,NA
"CVE-2016-0035","Microsoft Excel 2007 SP3, Excel 2010 SP2, Excel 2013 SP1, Excel 2013 RT SP1, Excel 2016, Excel for Mac 2011, Excel 2016 for Mac, Office Compatibility Pack SP3, and Excel Viewer allow remote attackers to execute arbitrary code via a crafted Office document, aka ""Microsoft Office Memory Corruption Vulnerability.""",2016-01-13,"01:59:23",2016-12-07,"14:30:23","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2016-02-12,"12:43:24","CWE-119","Buffer Errors",NA,NA
"CVE-2016-0036","The Remote Desktop Protocol (RDP) implementation in Microsoft Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, and Windows 10 allows remote authenticated users to execute arbitrary code via crafted data, aka ""Remote Desktop Protocol (RDP) Elevation of Privilege Vulnerability.""",2016-02-10,"07:59:02",2016-12-05,"23:04:26","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2016-02-15,"18:57:45","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2016-0037","The forms-based authentication implementation in Active Directory Federation Services (ADFS) 3.0 in Microsoft Windows Server 2012 R2 allows remote attackers to cause a denial of service (daemon outage) via crafted data, aka ""Microsoft Active Directory Federation Services Denial of Service Vulnerability.""",2016-02-10,"07:59:03",2017-03-23,"22:59:01","5.0","MEDIUM","NETWORK","LOW","NONE","NONE","NONE","PARTIAL",2016-02-15,"18:50:36","CWE-20","Input Validation",NA,NA
"CVE-2016-0038","Windows Journal in Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, and Windows 10 Gold and 1511 allows remote attackers to execute arbitrary code via a crafted Journal file, aka ""Windows Journal Memory Corruption Vulnerability.""",2016-02-10,"07:59:04",2016-12-05,"23:04:28","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2016-02-15,"18:43:41","CWE-119","Buffer Errors",NA,NA
"CVE-2016-0039","Cross-site scripting (XSS) vulnerability in SharePoint Server in Microsoft SharePoint Foundation 2013 SP1 allows remote attackers to inject arbitrary web script or HTML via a crafted request, aka ""Microsoft SharePoint XSS Vulnerability.""",2016-02-10,"07:59:05",2016-12-05,"23:04:29","4.3","MEDIUM","NETWORK","MEDIUM","NONE","NONE","PARTIAL","NONE",2016-02-15,"18:32:12","CWE-79","Cross-Site Scripting (XSS)",NA,NA
"CVE-2016-0040","The kernel in Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, and Windows 7 SP1 allows local users to gain privileges via a crafted application, aka ""Windows Elevation of Privilege Vulnerability.""",2016-02-10,"07:59:06",2016-12-05,"23:04:30","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2016-02-15,"18:14:19","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2016-0041","Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, Windows 10 Gold and 1511, and Internet Explorer 10 and 11 mishandle DLL loading, which allows local users to gain privileges via a crafted application, aka ""DLL Loading Remote Code Execution Vulnerability.""",2016-02-10,"07:59:07",2016-12-05,"23:04:32","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2016-08-12,"11:00:59",NA,NA,NA,NA
"CVE-2016-0042","Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, and Windows 10 Gold and 1511 mishandle DLL loading, which allows local users to gain privileges via a crafted application, aka ""Windows DLL Loading Remote Code Execution Vulnerability.""",2016-02-10,"07:59:08",2016-12-05,"23:04:33","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2016-08-12,"11:18:39",NA,NA,NA,NA
"CVE-2016-0044","Sync Framework in Microsoft Windows 8.1, Windows Server 2012 R2, and Windows RT 8.1 allows remote attackers to cause a denial of service (SyncShareSvc service outage) via crafted ""change batch"" data, aka ""Windows DLL Loading Denial of Service Vulnerability.""",2016-02-10,"07:59:09",2016-12-05,"23:04:34","5.0","MEDIUM","NETWORK","LOW","NONE","NONE","NONE","PARTIAL",2016-02-15,"17:11:32","CWE-20","Input Validation",NA,NA
"CVE-2016-0046","Windows Reader in Microsoft Windows 8.1, Windows Server 2012 Gold and R2, and Windows 10 allows remote attackers to execute arbitrary code via a crafted Reader file, aka ""Microsoft Windows Reader Vulnerability.""",2016-02-10,"07:59:10",2016-12-05,"23:04:35","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2016-02-12,"12:38:38","CWE-20","Input Validation",NA,NA
"CVE-2016-0047","WinForms in Microsoft .NET Framework 2.0 SP2, 3.5, 3.5.1, 4.5.2, 4.6, and 4.6.1 allows remote attackers to obtain sensitive information from process memory via crafted icon data, aka ""Windows Forms Information Disclosure Vulnerability.""",2016-02-10,"07:59:11",2016-12-05,"23:04:36","5.0","MEDIUM","NETWORK","LOW","NONE","PARTIAL","NONE","NONE",2016-02-12,"12:33:34","CWE-200","Information Leak / Disclosure",NA,NA
"CVE-2016-0048","The kernel-mode drivers in Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, and Windows 10 Gold and 1511 allow local users to gain privileges via a crafted application, aka ""Win32k Elevation of Privilege Vulnerability.""",2016-02-10,"07:59:12",2016-12-05,"23:04:37","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2016-08-12,"11:32:51","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2016-0049","Kerberos in Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, and Windows 10 Gold and 1511 does not properly validate password changes, which allows remote attackers to bypass authentication by deploying a crafted Key Distribution Center (KDC) and then performing a sign-in action, aka ""Windows Kerberos Security Feature Bypass.""",2016-02-10,"07:59:13",2017-03-23,"22:59:01","2.1","LOW","LOCAL","LOW","NONE","NONE","PARTIAL","NONE",2016-08-12,"11:31:19","CWE-255","Credentials Management",NA,NA
"CVE-2016-0050","Network Policy Server (NPS) in Microsoft Windows Server 2008 SP2 and R2 SP1 and Server 2012 Gold and R2 misparses username queries, which allows remote attackers to cause a denial of service (RADIUS authentication outage) via crafted requests, aka ""Network Policy Server RADIUS Implementation Denial of Service Vulnerability.""",2016-02-10,"07:59:14",2016-12-05,"23:04:40","5.0","MEDIUM","NETWORK","LOW","NONE","NONE","NONE","PARTIAL",2016-02-12,"15:25:48","CWE-20","Input Validation",NA,NA
"CVE-2016-0051","The WebDAV client in Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, and Windows 10 Gold and 1511 allows local users to gain privileges via a crafted application, aka ""WebDAV Elevation of Privilege Vulnerability.""",2016-02-10,"07:59:15",2016-12-05,"23:04:41","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2016-08-12,"11:30:19","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2016-0052","Microsoft Word 2007 SP3, Office 2010 SP2, Word 2010 SP2, Word 2013 SP1, Word 2013 RT SP1, Word 2016, Word for Mac 2011, Word 2016 for Mac, Office Compatibility Pack SP3, Word Viewer, Word Automation Services on SharePoint Server 2013 SP1, Office Web Apps Server 2013 SP1, and SharePoint Server 2013 SP1 allow remote attackers to execute arbitrary code via a crafted Office document, aka ""Microsoft Office Memory Corruption Vulnerability,"" a different vulnerability than CVE-2016-0022.",2016-02-10,"07:59:16",2016-12-05,"23:04:42","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2016-02-12,"11:09:51","CWE-119","Buffer Errors",NA,NA
"CVE-2016-0053","Microsoft Word 2007 SP3, Office 2010 SP2, Word 2010 SP2, Word 2013 SP1, Word 2013 RT SP1, Word 2016, Office Compatibility Pack SP3, Word Viewer, Word Automation Services on SharePoint Server 2013 SP1, Office Web Apps Server 2013 SP1, and SharePoint Server 2013 SP1 allow remote attackers to execute arbitrary code via a crafted Office document, aka ""Microsoft Office Memory Corruption Vulnerability.""",2016-02-10,"07:59:17",2016-12-05,"23:04:43","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2016-02-11,"15:52:01","CWE-119","Buffer Errors",NA,NA
"CVE-2016-0054","Microsoft Excel 2007 SP3, Excel 2010 SP2, Excel 2013 SP1, Excel 2013 RT SP1, Excel 2016, Excel for Mac 2011, Excel 2016 for Mac, Office Compatibility Pack SP3, Excel Viewer, Excel Services on SharePoint Server 2007 SP3, Excel Services on SharePoint Server 2010 SP2, Excel Services on SharePoint Server 2013 SP1, and Office Web Apps 2010 SP2 allow remote attackers to execute arbitrary code via a crafted Office document, aka ""Microsoft Office Memory Corruption Vulnerability.""",2016-02-10,"07:59:18",2016-12-05,"23:04:44","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2016-02-12,"11:02:04","CWE-119","Buffer Errors",NA,NA
"CVE-2016-0055","Microsoft Office 2007 SP3 allows remote attackers to execute arbitrary code via a crafted Office document, aka ""Microsoft Office Memory Corruption Vulnerability.""",2016-02-10,"07:59:19",2016-12-05,"23:04:45","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2016-02-12,"10:42:40","CWE-119","Buffer Errors",NA,NA
"CVE-2016-0056","Microsoft Word 2007 SP3, Office 2010 SP2, Word 2010 SP2, Word 2013 SP1, Word 2013 RT SP1, Word 2016, and Office Compatibility Pack SP3 allow remote attackers to execute arbitrary code via a crafted Office document, aka ""Microsoft Office Memory Corruption Vulnerability.""",2016-02-10,"07:59:20",2016-12-05,"23:04:46","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2016-02-12,"10:23:54","CWE-119","Buffer Errors",NA,NA
"CVE-2016-0057","Microsoft Office 2007 SP3, 2010 SP2, 2013 SP1, and 2016 does not properly sign an unspecified binary file, which allows local users to gain privileges via a Trojan horse file with a crafted signature, aka ""Microsoft Office Security Feature Bypass Vulnerability.""",2016-03-09,"07:59:01",2016-12-02,"23:15:04","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2016-03-10,"14:15:51","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2016-0058","Buffer overflow in the PDF Library in Microsoft Windows 8.1, Windows Server 2012 Gold and R2, and Windows 10 allows remote attackers to execute arbitrary code via a crafted PDF document that triggers API calls, aka ""Microsoft PDF Library Buffer Overflow Vulnerability.""",2016-02-10,"07:59:21",2016-12-05,"23:04:47","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2016-02-11,"10:38:34","CWE-119","Buffer Errors",NA,NA
"CVE-2016-0059","The Hyperlink Object Library in Microsoft Internet Explorer 9 through 11 allows remote attackers to obtain sensitive information from process memory via a crafted URL in a (1) e-mail message or (2) Office document, aka ""Internet Explorer Information Disclosure Vulnerability.""",2016-02-10,"07:59:22",2016-12-05,"23:04:48","4.3","MEDIUM","NETWORK","MEDIUM","NONE","PARTIAL","NONE","NONE",2016-02-11,"10:01:10","CWE-200","Information Leak / Disclosure",NA,NA
